timestamp,latitude,longitude
1701862229.946508,45.42367405791866,11.947939773731626
1701862234.040055,45.424058628310846,11.948001729335587
1701862235.027419,45.42406504046677,11.948016481485169
1701862236.034723,45.424080882263766,11.948019163694184
1701862237.038503,45.424090605271445,11.948021175350945
1701862238.035919,45.42410518978296,11.948005333553951
1701862239.002039,45.42412555780767,11.947981445129912
1701862240.0020103,45.424143117894815,11.947964178409379
1701862241.001965,45.424158498687135,11.947953198116224
1701862242.0019052,45.42417270601301,11.947946744050782
1701862243.0018408,45.42418770961969,11.947940206166308
1701862244.0017724,45.424205437344895,11.947926795121234
1701862245.001702,45.42421825361828,11.947924095372576
1701862246.0016358,45.424229406274435,11.947922754999055
1701862247.0015712,45.424237994033824,11.947926569498021
1701862248.0015054,45.424243859917524,11.947935294344493
1701862249.0014434,45.42424951999038,11.9479552807678
1701862250.0013819,45.424252813969616,11.947985688013583
1701862251.0013185,45.42425358185228,11.94802466131868
1701862252.0012617,45.42425280324657,11.948063174690597
1701862253.0012078,45.424253227396136,11.948098373593037
1701862254.0011587,45.424253690963816,11.948127509544694
1701862255.0011115,45.42425627711058,11.948151385315082
1701862256.001068,45.42425752451697,11.948172172893264
1701862257.001028,45.424258644849125,11.94818876930424
1701862258.0009909,45.42426103634438,11.948204288677173
1701862259.000956,45.42426277316266,11.94821854290217
1701862260.0009227,45.424265500969355,11.94823071926698
1701862261.000893,45.42426871455598,11.94824057728083
1701862262.000865,45.42427405326581,11.948248690431974
1701862263.0008392,45.424279419365554,11.948259148458916
1701862264.0008152,45.42428420420483,11.948270672729427
1701862265.0007937,45.42426638704947,11.94829878487649
1701862266.000774,45.424279488880735,11.948298917450062
1701862267.0007563,45.42429171985139,11.94830586256338
1701862268.0007377,45.42429634620573,11.948313784204869
1701862269.000722,45.424301422697624,11.948328430713838
1701862270.0007074,45.42430509711804,11.948347967536273
1701862271.0006938,45.42430022841214,11.948373961086665
1701862272.0006819,45.424301444741324,11.94839313847509
1701862273.0006714,45.42430810870959,11.94839989275225
1701862274.000661,45.42432372446307,11.948412649601964
1701862275.0006528,45.4243361313489,11.948416838846299
1701862276.0006442,45.424349454181936,11.948415242521357
1701862277.0006366,45.42435829816312,11.948422609386352
1701862278.0006294,45.42436905285305,11.9484165571357
1701862279.0006244,45.42436229561563,11.948405686671997
1701862280.0006196,45.424356001852864,11.948403968974
1701862281.0006151,45.424350596288875,11.948401674265924
1701862282.0006108,45.42434547502994,11.948400263451168
1701862283.0006084,45.424341212877,11.948395898169737
1701862284.0006058,45.424330114715815,11.94839694221985
1701862285.000604,45.424342838524424,11.948416637386904
1701862286.0006013,45.42434663654218,11.948440560753024
1701862287.0005999,45.42433588543186,11.948456294194921
1701862288.0005999,45.42433147965033,11.948468794159638
1701862289.0005984,45.424325647658556,11.948475543235958
1701862290.000599,45.424317857084866,11.948486483677991
1701862291.0005994,45.424313943088045,11.948489253739481
1701862292.0005994,45.42430744500062,11.948500659952412
1701862293.0006008,45.42429891217304,11.948511922961794
1701862294.000601,45.424291891102996,11.94852786729666
1701862295.0006022,45.42429317652382,11.948542604689823
1701862296.000604,45.42429771284454,11.948559741305527
1701862297.0006065,45.42430571200833,11.94856891505833
1701862298.0006084,45.42431393240838,11.948581003250846
1701862299.0006104,45.42432639845366,11.948591606836112
1701862300.0006137,45.42433632322304,11.9485973601222
1701862301.000616,45.42434374023899,11.948611033198095
1701862302.000618,45.424352418162385,11.948620123876337
1701862303.0006218,45.42435885163989,11.948627585564903
1701862304.0006251,45.424366852845104,11.948637088170843
1701862305.000627,45.42437310572919,11.94864430250436
1701862306.0006313,45.42438402817695,11.94865244641081
1701862308.532994,45.42440339934743,11.948662272588367
1701862309.000642,45.42441659628977,11.948668463932558
1701862310.000646,45.42442895334401,11.948675075759695
1701862311.0006502,45.42443826119933,11.948686242372766
1701862312.0006542,45.42444743211018,11.948695122752868
1701862313.0006585,45.42445457919006,11.948702672405592
1701862314.0006618,45.42446424086264,11.948709183557867
1701862315.0006666,45.42447428182999,11.948712905780932
1701862316.0006711,45.4244847878293,11.948716346516356
1701862317.000675,45.424493128442975,11.948719668142095
1701862318.0006795,45.42450830194665,11.948719486148473
1701862319.0006843,45.42451162507586,11.94872413653199
1701862320.0006888,45.424517558476104,11.948730766517786
1701862321.0006928,45.42451614071582,11.94873642058102
1701862322.0006986,45.42452631367676,11.948742486387397
1701862323.0007024,45.424538813424924,11.948750654899637
1701862324.0007074,45.42454639793441,11.948757300490705
1701862325.0007114,45.424555298395006,11.94876579345095
1701862326.0007172,45.42456550560987,11.94877649032097
1701862327.0007222,45.42457549414705,11.948787857994384
1701862328.0007272,45.42458710260872,11.948795359575836
1701862329.0007317,45.424592893516724,11.948801553569309
1701862330.0007367,45.424595014020184,11.948798805974729
1701862331.0007408,45.424600868273814,11.94878684925949
1701862332.0007463,45.424604448756895,11.948764777968487
1701862333.0007513,45.42459698485332,11.94875196646151
1701862334.0007563,45.424587233382375,11.948735878359637
1701862335.000761,45.42457219534189,11.948722290346756
1701862336.0007656,45.42455887552352,11.94871569484313
1701862337.000772,45.42454820930538,11.948707765767399
1701862338.0007763,45.424534280854694,11.948696766609272
1701862339.000781,45.42452100192616,11.948692199358302
1701862340.0007865,45.42450904258346,11.9486882842496
1701862341.0007923,45.42449672410553,11.948684731043196
1701862342.0007963,45.42448502044408,11.9486788041299
1701862343.000801,45.424471731016716,11.948675601675198
1701862344.0008075,45.4244619982032,11.948667128170264
1701862345.0008118,45.42445274250455,11.948661721543035
1701862346.0008168,45.42444360596217,11.948658042043089
1701862347.0008223,45.424436286878326,11.948652648553539
1701862348.0008273,45.42442295226624,11.948643246553175
1701862349.000832,45.424414501804094,11.94863781910622
1701862350.0008378,45.424403943555,11.948633467775066
1701862351.0008442,45.42439516764517,11.948628158759941
1701862352.0008488,45.42438844670043,11.94862209616939
1701862353.0008543,45.424376348958475,11.948615781123177
1701862354.0008593,45.424370385945046,11.948606493046977
1701862355.000864,45.42436126386251,11.948597389797582
1701862356.0008698,45.42435489004939,11.948590930489717
1701862357.0008745,45.42434032017314,11.948586234965195
1701862358.0008798,45.42432944825803,11.948574781906586
1701862359.000885,45.42432085866172,11.948568541543317
1701862360.0008905,45.424314220982666,11.94856417158047
1701862361.0008955,45.424313832557516,11.948557758451054
1701862362.000901,45.42431007100312,11.948550129568693
1701862363.000906,45.4242941075407,11.948537731875664
1701862364.0009112,45.42428790300866,11.94853230304431
1701862365.0009289,45.42428411515398,11.948513610877514
1701862366.0009236,45.4242785966057,11.948496488887852
1701862367.0009096,45.42427013217717,11.948483474386151
1701862368.0008879,45.424260796924905,11.948476097065601
1701862369.0008674,45.424247677155,11.948466317744225
1701862370.0008411,45.42423841409865,11.94846395398876
1701862371.000809,45.42422457131986,11.948456583353385
1701862372.0007777,45.42421360565923,11.948447055416697
1701862373.0007477,45.42420220954526,11.948440517561307
1701862374.0007172,45.424195349889445,11.948433304161806
1701862375.0006943,45.42419626906936,11.948418191491717
1701862376.0006692,45.424188279958855,11.948399680205867
1701862377.0006433,45.42418769392178,11.948390106428679
1701862378.0006208,45.42418126175128,11.948376643506357
1701862379.0005984,45.424173380774924,11.948362725055773
1701862380.000578,45.42416523980708,11.948355986320024
1701862381.000558,45.424157765487884,11.948349581304639
1701862382.0005398,45.42414940362194,11.948341119721356
1701862383.000522,45.424138528938535,11.948334941849847
1701862384.0005064,45.424125901522984,11.948326028066875
1701862385.0004961,45.424110946494885,11.948316319673275
1701862386.0004778,45.4241021400696,11.948308200765439
1701862387.0004644,45.424093631398875,11.948301852804304
1701862388.000453,45.42408946312815,11.948299652404236
1701862389.000442,45.42406860050806,11.948285087303304
1701862390.000431,45.424058652968924,11.9482712172017
1701862391.000421,45.42404528492045,11.948256139929926
1701862392.0004127,45.424037226100296,11.948250231348304
1701862393.0004046,45.42403328762939,11.94825232122058
1701862394.0003963,45.42402057702299,11.948251542856841
1701862395.000389,45.424007683927925,11.948249963645075
1701862396.0003824,45.42399590671931,11.948248171992484
1701862397.0003767,45.42398872981207,11.94824680268965
1701862398.0003707,45.42397738408849,11.948245321726452
1701862399.000365,45.4239759676943,11.948241600510322
1701862400.0003614,45.423962840816465,11.948237171025006
1701862401.0003567,45.42395191092112,11.948229468014024
1701862402.0003529,45.423944875759695,11.948227713457062
1701862403.0003495,45.423937678822114,11.948219785871911
